1 1 0 0 0 0 0
1 2 13 46 0 10 5
1 3 13 47 0 10 4
1 4 13 36 0 8 5
1 5 0 0 0 0 0
1 6 13 31 0 7 5
1 7 13 17 0 4 4
1 8 13 26 0 6 5
1 9 0 0 0 0 0
1 10 13 16 0 4 5
1 11 0 0 0 0 0
1 12 13 11 0 3 5
1 13 0 0 0 0 0
1 14 13 6 0 2 5
1 15 0 0 0 0 0
1 16 13 1 0 1 5
1 17 0 0 0 0 0
1 18 13 48 0 10 3
1 19 13 37 0 8 4
1 20 13 38 0 8 3
1 21 13 32 0 7 4
1 22 13 33 0 7 3
1 23 13 27 0 6 4
1 24 13 28 0 6 3
1 25 0 0 0 0 0
1 26 13 18 0 4 3
1 27 13 12 0 3 4
1 28 13 13 0 3 3
1 29 13 7 0 2 4
1 30 13 8 0 2 3
1 31 13 2 0 1 4
1 32 13 3 0 1 3
2 1 0 0 0 0 0
2 2 13 50 0 10 1
2 3 13 39 0 8 2
2 4 13 40 0 8 1
2 5 13 34 0 7 2
2 6 13 35 0 7 1
2 7 13 29 0 6 2
2 8 13 30 0 6 1
2 9 0 0 0 0 0
2 10 13 20 0 4 1
2 11 13 14 0 3 2
2 12 13 15 0 3 1
2 13 13 9 0 2 2
2 14 13 10 0 2 1
2 15 13 4 0 1 2
2 16 13 5 0 1 1
2 17 0 0 0 0 0
2 18 13 49 0 10 2
2 19 13 44 0 9 2
2 20 13 45 0 9 1
2 21 13 42 0 9 4
2 22 13 43 0 9 3
2 23 13 41 0 9 5
2 24 13 25 0 5 1
2 25 0 0 0 0 0
2 26 13 24 0 5 2
2 27 13 21 0 5 5
2 28 13 22 0 5 4
2 29 13 19 0 4 2
2 30 13 23 0 5 3
2 31 0 0 0 0 0
2 32 0 0 0 0 0
3 1 0 0 0 0 0
3 2 13 46 1 10 5
3 3 13 44 1 9 2
3 4 13 45 1 9 1
3 5 13 42 1 9 4
3 6 13 43 1 9 3
3 7 13 25 1 5 1
3 8 13 41 1 9 5
3 9 0 0 0 0 0
3 10 13 24 1 5 2
3 11 13 21 1 5 5
3 12 13 22 1 5 4
3 13 13 23 1 5 3
3 14 13 16 1 4 5
3 15 0 0 0 0 0
3 16 0 0 0 0 0
3 17 0 0 0 0 0
3 18 13 47 1 10 4
3 19 13 36 1 8 5
3 20 13 37 1 8 4
3 21 13 31 1 7 5
3 22 13 32 1 7 4
3 23 13 26 1 6 5
3 24 13 27 1 6 4
3 25 0 0 0 0 0
3 26 13 17 1 4 4
3 27 13 11 1 3 5
3 28 13 12 1 3 4
3 29 13 6 1 2 5
3 30 13 7 1 2 4
3 31 13 1 1 1 5
3 32 13 2 1 1 4
4 1 0 0 0 0 0
4 2 13 49 1 10 2
4 3 13 38 1 8 3
4 4 13 39 1 8 2
4 5 13 33 1 7 3
4 6 13 34 1 7 2
4 7 13 28 1 6 3
4 8 13 29 1 6 2
4 9 0 0 0 0 0
4 10 13 18 1 4 3
4 11 13 15 1 3 1
4 12 13 20 1 4 1
4 13 13 10 1 2 1
4 14 0 0 0 0 0
4 15 13 5 1 1 1
4 16 0 0 0 0 0
4 17 0 0 0 0 0
4 18 13 48 1 10 3
4 19 13 40 1 8 1
4 20 13 50 1 10 1
4 21 13 35 1 7 1
4 22 0 0 0 0 0
4 23 13 30 1 6 1
4 24 0 0 0 0 0
4 25 0 0 0 0 0
4 26 13 19 1 4 2
4 27 13 13 1 3 3
4 28 13 14 1 3 2
4 29 13 8 1 2 3
4 30 13 9 1 2 2
4 31 13 3 1 1 3
4 32 13 4 1 1 2
5 1 14 1 1 8 7
5 2 14 2 1 7 8
5 3 14 3 1 6 7
5 4 14 4 1 5 8
5 5 14 5 1 4 7
5 6 14 6 1 3 8
5 7 14 7 1 2 7
5 8 14 8 1 1 8
5 9 14 9 1 8 5
5 10 14 10 1 7 6
5 11 14 11 1 6 5
5 12 14 12 1 5 6
5 13 14 13 1 4 5
5 14 14 14 1 3 6
5 15 14 15 1 2 5
5 16 14 16 1 1 6
5 17 14 17 1 8 3
5 18 14 18 1 7 4
5 19 14 19 1 6 3
5 20 14 20 1 5 4
5 21 14 21 1 4 3
5 22 14 22 1 3 4
5 23 14 23 1 2 3
5 24 14 24 1 1 4
5 25 14 25 1 8 1
5 26 14 26 1 7 2
5 27 14 27 1 6 1
5 28 14 28 1 5 2
5 29 14 29 1 4 1
5 30 14 30 1 3 2
5 31 14 31 1 2 1
5 32 14 32 1 1 2
6 1 14 1 0 8 8
6 2 14 2 0 7 7
6 3 14 3 0 6 8
6 4 14 4 0 5 7
6 5 14 5 0 4 8
6 6 14 6 0 3 7
6 7 14 7 0 2 8
6 8 14 8 0 1 7
6 9 14 9 0 8 6
6 10 14 10 0 7 5
6 11 14 11 0 6 6
6 12 14 12 0 5 5
6 13 14 13 0 4 6
6 14 14 14 0 3 5
6 15 14 15 0 2 6
6 16 14 16 0 1 5
6 17 14 17 0 8 4
6 18 14 18 0 7 3
6 19 14 19 0 6 4
6 20 14 20 0 5 3
6 21 14 21 0 4 4
6 22 14 22 0 3 3
6 23 14 23 0 2 4
6 24 14 24 0 1 3
6 25 14 25 0 8 2
6 26 14 26 0 7 1
6 27 14 27 0 6 2
6 28 14 28 0 5 1
6 29 14 29 0 4 2
6 30 14 30 0 3 1
6 31 14 31 0 2 2
6 32 14 32 0 1 1
8 1 0 0 0 0 0
8 2 10 0 0 0 0
8 3 0 0 0 0 0
8 4 12 3 0 0 0
8 5 0 0 0 0 0
8 6 12 1 0 0 0
8 7 4 4 0 0 0
8 8 12 2 0 0 0
8 9 0 0 0 0 0
8 10 11 2 0 0 0
