8 11 0 0 0 0 0
8 12 10 2 0 0 0
8 13 0 0 0 0 0
8 14 10 1 0 0 0
8 15 4 3 0 0 0
8 16 11 1 0 0 0
8 17 0 0 0 0 0
8 18 11 4 0 0 0
8 19 4 6 0 0 0
8 20 10 3 0 0 0
8 21 0 0 0 0 0
8 22 11 3 0 0 0
8 23 0 0 0 0 0
8 24 4 1 0 0 0
8 25 0 0 0 0 0
8 26 12 0 0 0 0
8 27 0 0 0 0 0
8 28 0 0 0 0 0
8 29 0 0 0 0 0
8 30 0 0 0 0 0
8 31 0 0 0 0 0
8 32 0 0 0 0 0
9 1 0 0 0 0 0
9 2 10 0 1 0 0
9 3 0 0 0 0 0
9 4 12 3 1 0 0
9 5 0 0 0 0 0
9 6 12 1 1 0 0
9 7 4 5 0 0 0
9 8 12 2 1 0 0
9 9 0 0 0 0 0
9 10 11 2 1 0 0
9 11 0 0 0 0 0
9 12 10 2 1 0 0
9 13 0 0 0 0 0
9 14 10 1 1 0 0
9 15 4 7 0 0 0
9 16 11 1 1 0 0
9 17 0 0 0 0 0
9 18 11 4 1 0 0
9 19 0 0 0 0 0
9 20 10 3 1 0 0
9 21 0 0 0 0 0
9 22 11 3 1 0 0
9 23 0 0 0 0 0
9 24 4 2 0 0 0
9 25 0 0 0 0 0
9 26 12 0 1 0 0
9 27 0 0 0 0 0
9 28 0 0 0 0 0
9 29 0 0 0 0 0
9 30 0 0 0 0 0
9 31 0 0 0 0 0
9 32 0 0 0 0 0
12 1 0 0 0 0 0
12 2 4 1 0 0 0
12 3 0 0 0 0 0
12 4 0 0 0 0 0
12 5 0 0 0 0 0
12 6 0 0 0 0 0
12 7 0 0 0 0 0
12 8 6 1 0 0 0
12 9 0 0 0 0 0
12 10 4 2 0 0 0
12 11 0 0 0 0 0
12 12 0 0 0 0 0
12 13 0 0 0 0 0
12 14 0 0 0 0 0
12 15 0 0 0 0 0
12 16 6 2 0 0 0
12 17 0 0 0 0 0
12 18 4 4 0 0 0
12 19 0 0 0 0 0
12 20 0 0 0 0 0
12 21 0 0 0 0 0
12 22 0 0 0 0 0
12 23 0 0 0 0 0
12 24 4 5 0 0 0
12 25 0 0 0 0 0
12 26 4 3 0 0 0
12 27 0 0 0 0 0
12 28 0 0 0 0 0
12 29 0 0 0 0 0
12 30 0 0 0 0 0
12 31 0 0 0 0 0
12 32 0 0 0 0 0
